"","year","iso2c","country.x","nominal.exchange.rate","GDP.per.capita","total.reserves.outof.total.external.debt","external.Debt/GNI","polity2","US.3m.treasury.yield","currency.crisis","lag.GDP.per.capita","lag.total.reserves"
"3855",2012,"GE","Georgia",112.364457703,3559.11575764656,23.6949836618623,77.2269383975315,6,"0.0836666666666667",0,3322.03181320618,26.0517560808649
"4009",2013,"GE","Georgia",113.07556469316,3690.75602553636,21.5471641886963,82.7464363655877,7,"0.0535416666666667",0,3559.11575764656,23.6949836618623
"4287",2014,"GE","Georgia",113.4047239564,3859.5792638759,19.763435456269,83.4928775751909,7,"0.0308333333333333",0,3690.75602553636,21.5471641886963
"4411",2015,"GE","Georgia",107.08115283651,3964.49918392627,17.5359195635149,105.619212325637,7,"0.0488888888888889",0,3859.5792638759,19.763435456269
"110",1990,"GH","Ghana",3076.42583333333,823.59185960305,7.9700862462634,67.1817609589889,-7,"7.74166666666667",0,3964.49918392627,17.5359195635149
"205",1991,"GH","Ghana",2916.83759038733,843.381992238032,14.7095431785805,67.6486647340682,-4,"5.53416666666667",0,823.59185960305,7.9700862462634
"448",1992,"GH","Ghana",2589.19510599866,852.059451817242,9.1293139634464,71.4691551596501,-1,"3.50833333333333",0,843.381992238032,14.7095431785805
"612",1993,"GH","Ghana",2027.35742513031,869.073324138616,10.5794681488563,83.4743494223273,-1,"3.06416666666667",1,852.059451817242,9.1293139634464
"806",1994,"GH","Ghana",1493.86914858014,873.907735993394,12.6028239810423,102.542740486497,-1,"4.34833333333333",1,869.073324138616,10.5794681488563
"951",1995,"GH","Ghana",1146.71687152002,886.487912238085,13.5419669284502,93.7423961478233,-1,"5.65333333333333",1,873.907735993394,12.6028239810423
"1167",1996,"GH","Ghana",866.12618991827,904.348733209219,14.438461512057,94.8713955131403,2,"5.13666666666667",1,886.487912238085,13.5419669284502
"1235",1997,"GH","Ghana",747.9773776022,919.651570204465,9.7305352517713,93.9299876965173,2,"5.1975",0,904.348733209219,14.438461512057
"1516",1998,"GH","Ghana",705.9951937231,940.046971063211,6.55322026488327,95.0875703529342,2,"4.90083333333333",0,919.651570204465,9.7305352517713
"1641",1999,"GH","Ghana",631.56883861962,957.97972645161,7.52781810259007,94.0209114837702,2,"4.76833333333333",0,940.046971063211,6.55322026488327
"1844",2000,"GH","Ghana",343.95958979368,969.235543697794,4.58082826886365,139.438718966664,2,"5.99845",1,957.97972645161,7.52781810259007
"1980",2001,"GH","Ghana",263.57276135347,982.94482538361,5.47932679354237,131.769212238118,6,"3.47681166666667",1,969.235543697794,4.58082826886365
"2089",2002,"GH","Ghana",234.45314955849,1001.25024600747,8.32506892164514,126.560116923047,6,"1.63307666666667",0,982.94482538361,5.47932679354237
"2278",2003,"GH","Ghana",189.90105772568,1026.41105302974,17.709447426432,111.162690824246,6,"1.02120833333333",1,1001.25024600747,8.32506892164514
"2427",2004,"GH","Ghana",170.02127951391,1056.01343699599,24.1684431236015,83.3763630653433,8,"1.38919166666667",0,1026.41105302974,17.709447426432
"2589",2005,"GH","Ghana",166.17304343255,1089.48179646328,25.8660447977052,69.1859399233876,8,"3.21279166666667",0,1056.01343699599,24.1684431236015
"2806",2006,"GH","Ghana",162.53380035183,1129.25348363069,61.3616200088026,18.2311577984214,8,"4.84720833333333",0,1089.48179646328,25.8660447977052
"2928",2007,"GH","Ghana",150.13289279132,1147.88069874962,44.002916396691,20.477500134523,8,"4.45216666666667",0,1129.25348363069,61.3616200088026
"3132",2008,"GH","Ghana",128.93283808603,1220.72836585507,36.8782202560709,19.2242525749863,8,"1.36541666666667",0,1147.88069874962,44.002916396691
"3282",2009,"GH","Ghana",101.11580113348,1247.46306578825,49.9908262646098,28.5313356043074,8,"0.142583333333333",1,1220.72836585507,36.8782202560709
"3455",2010,"GH","Ghana",100,1312.60755731025,56.6202407996896,28.7920178707564,8,"0.13375",0,1247.46306578825,49.9908262646098
"3675",2011,"GH","Ghana",90.83314136135,1460.6600219263,52.7035168786228,29.2687253264594,8,"0.051325",0,1312.60755731025,56.6202407996896
"3836",2012,"GH","Ghana",80.43123950041,1558.47590010693,45.4686589555485,32.2363909184178,8,"0.0836666666666667",0,1460.6600219263,52.7035168786228
"4082",2013,"GH","Ghana",74.38888625676,1633.5142468153,33.5844127673989,35.8161001446348,8,"0.0535416666666667",0,1558.47590010693,45.4686589555485
"4259",2014,"GH","Ghana",51.10506507175,1642.42347531732,30.2877558243923,49.1842793208897,8,"0.0308333333333333",1,1633.5142468153,33.5844127673989
"4477",2015,"GH","Ghana",44.85491780092,1640.46100772852,27.831943858259,56.2422223993404,8,"0.0488888888888889",0,1642.42347531732,30.2877558243923
"167",1991,"GY","Guyana",128.81316582775,1585.76350394794,6.2911674372475,825.704505661266,-7,"5.53416666666667",1,1497.15836963493,1.46090495298179
"344",1992,"GY","Guyana",121.94542081999,1700.00300263241,9.82897940548936,679.805271134217,6,"3.50833333333333",0,1585.76350394794,6.2911674372475
"511",1993,"GY","Guyana",139.23386064624,1825.92263970454,12.5752739490257,526.314606842466,6,"3.06416666666667",0,1700.00300263241,9.82897940548936
"736",1994,"GY","Guyana",143.18882309156,1969.02304092094,12.0439055880646,426.165697065313,6,"4.34833333333333",0,1825.92263970454,12.5752739490257
"913",1995,"GY","Guyana",136.57307011712,2060.08224443681,12.6949463296801,373.478794603022,6,"5.65333333333333",0,1969.02304092094,12.0439055880646
"1103",1996,"GY","Guyana",142.1196247244,2222.30854369764,20.5107625495482,247.144199939665,6,"5.13666666666667",0,2060.08224443681,12.6949463296801
"1236",1997,"GY","Guyana",145.9890383694,2363.85380038622,19.8367057402934,236.340098007688,6,"5.1975",0,2222.30854369764,20.5107625495482
"1378",1998,"GY","Guyana",142.21582725535,2332.00600304972,18.6780348785304,228.59783870994,6,"4.90083333333333",0,2363.85380038622,19.8367057402934
"1547",1999,"GY","Guyana",122.0182958879,2409.53759567258,18.7142835487814,224.652271686405,6,"4.76833333333333",0,2332.00600304972,18.6780348785304
"1758",2000,"GY","Guyana",123.93802595295,2382.91369317163,22.187169308681,208.077993247516,6,"5.99845",0,2409.53759567258,18.7142835487814
"1963",2001,"GY","Guyana",124.62038479674,2440.59571013783,21.6371364930155,208.374776055401,6,"3.47681166666667",0,2382.91369317163,22.187169308681
"2125",2002,"GY","Guyana",122.39636963492,2469.48271312087,20.4632269865208,208.36302710517,6,"1.63307666666667",0,2440.59571013783,21.6371364930155
"2225",2003,"GY","Guyana",114.902574795,2453.95813646461,19.0066840272612,210.383647325874,6,"1.02120833333333",0,2469.48271312087,20.4632269865208
"2398",2004,"GY","Guyana",108.16490089893,2493.00188044486,16.9424931392893,202.502420290322,6,"1.38919166666667",0,2453.95813646461,19.0066840272612
"2572",2005,"GY","Guyana",106.90920204152,2446.66253441837,20.3314309240436,159.502287219602,6,"3.21279166666667",0,2493.00188044486,16.9424931392893
"2759",2006,"GY","Guyana",105.67196395226,2576.78197214873,24.0409711508215,77.4221649645778,6,"4.84720833333333",0,2446.66253441837,20.3314309240436
"2948",2007,"GY","Guyana",99.77247960965,2764.04931144067,36.8824519970161,47.783585700887,6,"4.45216666666667",0,2576.78197214873,24.0409711508215
"3151",2008,"GY","Guyana",96.61082855894,2824.55774741451,35.9329426995713,51.1288174755047,6,"1.36541666666667",0,2764.04931144067,36.8824519970161
"3399",2009,"GY","Guyana",100.76676925856,2927.32630616447,44.2187435371977,69.8398561142257,6,"0.142583333333333",0,2824.55774741451,35.9329426995713
"3557",2010,"GY","Guyana",100,3044.94808313969,55.5285938828122,61.6097628864413,6,"0.13375",0,2927.32630616447,44.2187435371977
"3744",2011,"GY","Guyana",96.5209724527,3192.29444787063,39.9555491490508,78.1800100254054,6,"0.051325",0,3044.94808313969,55.5285938828122
"3868",2012,"GY","Guyana",99.9873528656,3342.91951469043,43.7653388903506,68.4193001298934,6,"0.0836666666666667",0,3192.29444787063,39.9555491490508
"3992",2013,"GY","Guyana",100.46530112911,3486.97956290561,34.0405753462947,77.7339922804296,6,"0.0535416666666667",0,3342.91951469043,43.7653388903506
"4170",2014,"GY","Guyana",101.41681045737,3595.92377590596,28.5200514806926,76.7762017121002,6,"0.0308333333333333",0,3486.97956290561,34.0405753462947
"4442",2015,"GY","Guyana",112.8677649427,3684.9223193517,32.4495870897716,52.0558194121614,7,"0.0488888888888889",0,3595.92377590596,28.5200514806926
"953",1995,"ID","Indonesia",382.08042861868,2219.81105813614,11.9846581231354,63.4028520468851,-7,"5.65333333333333",0,2083.06368170836,12.3562422756498
"1099",1996,"ID","Indonesia",387.80186172105,2357.95935142443,15.0370898485046,58.293018585661,-7,"5.13666666666667",0,2219.81105813614,11.9846581231354
"1339",1997,"ID","Indonesia",353.58448246985,2433.34050760854,12.8275262466023,65.089042535888,-7,"5.1975",0,2357.95935142443,15.0370898485046
"1457",1998,"ID","Indonesia",109.34216799954,2084.23454844949,15.5848281113275,168.177808861456,-5,"4.90083333333333",1,2433.34050760854,12.8275262466023
"1594",1999,"ID","Indonesia",134.46947966208,2071.55062971408,18.0152545906674,117.358292928912,6,"4.76833333333333",0,2084.23454844949,15.5848281113275
"1794",2000,"ID","Indonesia",128.68645768715,2143.38989039206,20.3794989265588,93.4798646555502,6,"5.99845",0,2071.55062971408,18.0152545906674
"1944",2001,"ID","Indonesia",111.78159428489,2190.76617979472,21.1792999123172,85.8876580261445,6,"3.47681166666667",0,2143.38989039206,20.3794989265588
"2095",2002,"ID","Indonesia",122.20619177133,2257.74685507095,24.9426185118113,67.6633506497896,6,"1.63307666666667",0,2190.76617979472,21.1792999123172
"2283",2003,"ID","Indonesia",124.83380262371,2333.09748333113,26.9846383748584,59.5174111950761,6,"1.02120833333333",0,2257.74685507095,24.9426185118113
"2444",2004,"ID","Indonesia",114.73127863705,2416.83638933237,26.3066002674562,56.3265852580461,8,"1.38919166666667",0,2333.09748333113,26.9846383748584
"2622",2005,"ID","Indonesia",104.26484992845,2519.50984152791,24.4376405491232,52.2581361164427,8,"3.21279166666667",0,2416.83638933237,26.3066002674562
"2769",2006,"ID","Indonesia",109.66764289689,2621.96039791855,31.3306953368872,38.9526397903178,8,"4.84720833333333",0,2519.50984152791,24.4376405491232
"3027",2007,"ID","Indonesia",105.06377726888,2750.61514270466,38.5175679664921,35.6667102234065,8,"4.45216666666667",0,2621.96039791855,31.3306953368872
